Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Climate change,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66620eabf6468a49ccbfa101,63f7978520d752d4f7fd9301,APPROVED,Not Applicable,2024-06-06T19:32:01.043000Z,2024-06-06T19:46:26.617000Z,2024-06-07T18:44:33.903000Z,2024-06-06T19:46:27.411983Z,866.0,CWCSHZAX,855,No,49,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66620eb7935a58aa3430c6be,5dd32014b51b3e33ec0d07cc,APPROVED,Not Applicable,2024-06-06T19:32:14.065000Z,2024-06-06T19:45:58.558000Z,2024-06-07T18:44:34.098000Z,2024-06-06T19:45:59.256116Z,825.0,CWCSHZAX,4418,Don't know,48,Male,Other,United States,United States,United States,English,No,Full-Time
66620ecce78f21dd82fcd54e,63d408a690705bd9c54c50a6,TIMED-OUT,Not Applicable,2024-06-06T19:34:34.368000Z,,,2024-06-26T18:43:57.504236Z,1724964.0,,2755,DATA_EXPIRED,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66620ece3368a40881eb45d4,63f5bd2234dd912255ca17c8,APPROVED,Not Applicable,2024-06-06T19:32:39.625000Z,2024-06-06T19:45:26.285000Z,2024-06-07T18:44:34.316000Z,2024-06-06T19:45:52.905123Z,767.0,CWCSHZAX,575,No,53,Female,White,United States,United States,United States,English,No,Other
66620ee0fd3ec0d3b19bea75,62fbeca46caf4abaaf74b5f1,APPROVED,Not Applicable,2024-06-06T19:32:52.502000Z,2024-06-06T19:41:13.909000Z,2024-06-07T18:44:34.559000Z,2024-06-06T19:41:28.181853Z,502.0,CWCSHZAX,4306,No,64,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66620eeba43515517055767a,65e9b627677d2452e3c72b89,APPROVED,Not Applicable,2024-06-06T19:33:12.681000Z,2024-06-06T19:45:42.312000Z,2024-06-07T18:44:34.805000Z,2024-06-06T19:45:53.797478Z,750.0,CWCSHZAX,268,No,44,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66620eee5def1ae56227cb24,5c10a3702b16ba0001c8747a,APPROVED,Not Applicable,2024-06-06T19:33:05.878000Z,2024-06-06T19:52:42.172000Z,2024-06-07T18:44:35.036000Z,2024-06-06T19:55:09.184083Z,1177.0,CWCSHZAX,1256,No,34,Male,White,United States,United States,United States,English,No,Full-Time
66620ef8ac76f90f28a6ed88,65ca9c729a13f898ae374552,APPROVED,Not Applicable,2024-06-06T19:33:18.891000Z,2024-06-06T20:11:49.517000Z,2024-06-07T18:44:35.255000Z,2024-06-06T20:13:00.852027Z,2311.0,CWCSHZAX,727,No,36,Female,Black,United States,United States,United States,English,No,Other
66620efea435155170557682,6272ae90bcc3709d723d1d2b,APPROVED,Not Applicable,2024-06-06T19:34:43.695000Z,2024-06-06T19:49:48.721000Z,2024-06-07T18:44:35.480000Z,2024-06-06T19:50:10.072304Z,906.0,CWCSHZAX,4550,No,59,Female,White,United States,United States,United States,English,No,Part-Time
66620f01d15e2ac38475f509,573a8aca67421f000f191c52,APPROVED,Not Applicable,2024-06-06T19:38:50.993000Z,2024-06-06T19:53:40.017000Z,2024-06-07T18:44:35.705000Z,2024-06-06T19:55:12.691626Z,890.0,CWCSHZAX,4894,No,45,Female,Mixed,Philippines,United States,United States,Tagalog-Filipino,No,Full-Time
66620f174cbacf8a8f9eb19f,612bb0204ad8e7e8bed041eb,APPROVED,Not Applicable,2024-06-06T19:33:47.515000Z,2024-06-06T19:48:35.346000Z,2024-06-07T18:44:35.955000Z,2024-06-06T19:48:55.038360Z,888.0,CWCSHZAX,5466,No,39,Male,White,United States,United States,United States,English,No,Full-Time
66620f329d6d4a23b934fe12,663c1925ab9d8b179a23180e,RETURNED,Not Applicable,2024-06-06T19:34:16.400000Z,2024-06-06T19:41:22.637000Z,,2024-06-06T19:42:08.599500Z,,CWCSHZAX,151,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66620f392ea98c4a9d877609,573b2aae67421f0006185a9c,APPROVED,Not Applicable,2024-06-06T19:34:30.126000Z,2024-06-06T19:45:48.719000Z,2024-06-07T18:44:36.267000Z,2024-06-06T19:45:54.521456Z,679.0,CWCSHZAX,174,No,44,Female,White,United States,United States,United States,English,No,Part-Time
66620f3bd53fd8ff62546a18,665f6f927997daee64957157,APPROVED,Not Applicable,2024-06-06T19:34:23.752000Z,2024-06-06T19:44:47.059000Z,2024-06-07T18:44:36.970000Z,2024-06-06T19:45:10.004287Z,624.0,CWCSHZAX,6,No,26,Male,Mixed,United States,United States,United States,English,Yes,Other
66620f4eac76f90f28a6ed9d,5fd0ef1dbfdf0801f669f642,APPROVED,Not Applicable,2024-06-06T19:34:57.117000Z,2024-06-06T19:42:37.743000Z,2024-06-07T18:44:37.200000Z,2024-06-06T19:43:15.303333Z,461.0,CWCSHZAX,2451,Don't know,32,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66620f636bd723c39068f92e,65c1501098be0f409188762f,APPROVED,Not Applicable,2024-06-06T19:36:57.062000Z,2024-06-06T19:45:18.764000Z,2024-06-07T18:44:37.447000Z,2024-06-06T19:45:48.931742Z,502.0,CWCSHZAX,575,Don't know,32,Female,Black,United States,United States,United States,English,No,Part-Time
66620f6b92eef015f140af0d,660a1011d597e40e61fa9c50,APPROVED,Not Applicable,2024-06-06T19:35:09.563000Z,2024-06-06T19:42:37.331000Z,2024-06-07T18:44:37.672000Z,2024-06-06T19:43:15.849173Z,448.0,CWCSHZAX,120,Don't know,43,Male,White,United States,United States,United States,English,No,Full-Time
66620f71cfc8aeaad0697bae,66046f7689c4f0da055f17c5,APPROVED,Not Applicable,2024-06-06T19:35:18.645000Z,2024-06-06T19:53:23.782000Z,2024-06-07T18:44:37.913000Z,2024-06-06T19:55:11.983469Z,1086.0,CWCSHZAX,574,No,52,Male,Black,United States,United States,United States,English,No,Full-Time
66620f8781deebdb07871510,6550a0145270fff774d8ab7d,APPROVED,Not Applicable,2024-06-06T19:45:32.459000Z,2024-06-06T20:38:11.456000Z,2024-06-07T18:44:38.148000Z,2024-06-06T20:41:17.786600Z,3159.0,CWCSHZAX,551,Don't know,59,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66620f92edf2850ab9822d07,6103217087c7017449a039d8,APPROVED,Not Applicable,2024-06-06T19:36:17.367000Z,2024-06-06T19:53:47.159000Z,2024-06-07T18:44:38.404000Z,2024-06-06T19:55:12.937279Z,1050.0,CWCSHZAX,2205,No,33,Female,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66620f93fcaa40d33955e066,609122350e5b8e743ab41f79,APPROVED,Not Applicable,2024-06-06T19:35:47.587000Z,2024-06-06T19:43:16.585000Z,2024-06-07T18:44:38.629000Z,2024-06-06T19:43:55.273746Z,449.0,CWCSHZAX,3786,Don't know,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66620f94a89d19b10f5439a7,662c1b7573e1b82b30e910c5,APPROVED,Not Applicable,2024-06-06T19:35:52.814000Z,2024-06-06T20:09:52.015000Z,2024-06-07T18:44:38.875000Z,2024-06-06T20:12:54.705121Z,2040.0,CWCSHZAX,139,Don't know,34,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66620f979daeef020a304661,604a7e9f84bf0e7937200df5,APPROVED,Not Applicable,2024-06-06T19:39:49.242000Z,2024-06-06T19:47:22.446000Z,2024-06-07T18:44:39.112000Z,2024-06-06T19:47:31.470886Z,454.0,CWCSHZAX,5398,No,30,Male,White,United States,United States,United States,English,No,Full-Time
66620fac7f69f5f09072162b,60e49d8302404edb1e133168,APPROVED,Not Applicable,2024-06-06T19:36:19.194000Z,2024-06-06T19:53:26.084000Z,2024-06-07T18:44:39.325000Z,2024-06-06T19:55:12.002257Z,1027.0,CWCSHZAX,3134,Don't know,51,Female,Asian,United States,United States,China,English,No,Full-Time
66620facc783c73a0a843352,660c44324910c6b515544704,APPROVED,Not Applicable,2024-06-06T19:36:15.694000Z,2024-06-06T19:45:30.765000Z,2024-06-07T18:44:39.549000Z,2024-06-06T19:45:53.205967Z,556.0,CWCSHZAX,434,No,48,Female,White,United States,United States,United States,English,No,Full-Time
66620fad8ed85217ecb0731c,6626aca000aab07fdd4147c0,APPROVED,Not Applicable,2024-06-06T19:36:20.268000Z,2024-06-06T19:50:23.052000Z,2024-06-07T18:44:39.764000Z,2024-06-06T19:52:13.245070Z,843.0,CWCSHZAX,182,No,42,Female,White,United States,United States,United States,English,No,Part-Time
66620fb8e762e741abb9e85a,6608917380a92be5ddb06c34,APPROVED,Not Applicable,2024-06-06T19:36:32.827000Z,2024-06-06T19:59:22.628000Z,2024-06-07T18:44:39.985000Z,2024-06-06T19:59:23.726006Z,1370.0,CWCSHZAX,354,No,63,Female,White,United States,United States,United States,English,Yes,Other
66620fc3a89d19b10f5439b0,559d303cfdf99b7e7408f0c2,APPROVED,Not Applicable,2024-06-06T19:36:52.688000Z,2024-06-06T19:50:04.913000Z,2024-06-07T18:44:40.218000Z,2024-06-06T19:50:32.171362Z,793.0,CWCSHZAX,2096,No,61,Female,White,United States,United States,United States,English,No,Other
66620fcfbcb7c756bda0eb1a,66293a97afaf09c613477f83,APPROVED,Not Applicable,2024-06-06T19:36:53.823000Z,2024-06-06T19:49:36.233000Z,2024-06-07T18:44:40.445000Z,2024-06-06T19:49:55.312589Z,763.0,CWCSHZAX,140,No,55,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66620fdb406b34651e8aa354,637ee50cc77b108334722a2f,APPROVED,Not Applicable,2024-06-06T19:37:03.435000Z,2024-06-06T19:47:18.155000Z,2024-06-07T18:44:40.675000Z,2024-06-06T19:47:25.823268Z,615.0,CWCSHZAX,335,Don't know,49,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66620fde00329e0f4437b021,5e120ac3ac9e168a3f6ded71,APPROVED,Not Applicable,2024-06-06T19:37:08.820000Z,2024-06-06T19:56:27.765000Z,2024-06-07T18:44:40.890000Z,2024-06-06T19:56:28.209297Z,1159.0,CWCSHZAX,2319,Don't know,62,Male,White,United States,United States,United States,English,No,Full-Time
66620fe49a2c7c294fca09e2,6646549afac8591a6734e084,RETURNED,Not Applicable,2024-06-06T19:37:17.458000Z,,,2024-06-26T18:43:57.496983Z,,,76,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66620feb9daeef020a304672,6601c47dbc5b1b7c9f1b3fde,APPROVED,Not Applicable,2024-06-06T19:37:22.144000Z,2024-06-06T19:41:54.185000Z,2024-06-07T18:44:41.111000Z,2024-06-06T19:42:37.475291Z,273.0,CWCSHZAX,501,No,43,Female,White,United States,United States,United States,English,No,Full-Time
66621003e539e01f92da8a07,5b646a727c39ee00010a18b0,APPROVED,Not Applicable,2024-06-06T19:38:04.992000Z,2024-06-06T20:02:13.201000Z,2024-06-07T18:44:41.324000Z,2024-06-06T20:02:13.957650Z,1449.0,CWCSHZAX,4803,No,45,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66621009ac76f90f28a6edbc,6315a102cb675027354ef5d8,APPROVED,Not Applicable,2024-06-06T19:37:50.909000Z,2024-06-06T20:11:58.654000Z,2024-06-07T18:44:41.560000Z,2024-06-06T20:13:01.672843Z,2048.0,CWCSHZAX,3217,No,30,Male,Black,United States,United States,United States,English,No,Full-Time
666210109daeef020a30467b,6470f0a74d3e8cc83f27be31,APPROVED,Not Applicable,2024-06-06T19:37:55.635000Z,2024-06-06T20:02:58.477000Z,2024-06-07T18:44:41.950000Z,2024-06-06T20:03:26.451744Z,1503.0,CWCSHZAX,1049,Don't know,58,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6662102047609bb8b9f3b576,662eb7020d484162f2b4645a,APPROVED,Not Applicable,2024-06-06T19:38:13.563000Z,2024-06-06T19:50:41.378000Z,2024-06-07T18:44:42.182000Z,2024-06-06T19:52:26.737398Z,748.0,CWCSHZAX,71,Don't know,51,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6662102047609bb8b9f3b579,654650713282e9e8d26d0b86,APPROVED,Not Applicable,2024-06-06T19:38:13.562000Z,2024-06-06T19:45:29.747000Z,2024-06-07T18:44:42.500000Z,2024-06-06T19:45:53.094240Z,437.0,CWCSHZAX,1980,No,43,Male,White,United States,United States,United States,English,No,Full-Time
66621021bd15689f0d78ab95,656b42294a6b098623723be7,APPROVED,Not Applicable,2024-06-06T19:38:12.908000Z,2024-06-06T19:45:01.797000Z,2024-06-07T18:44:42.824000Z,2024-06-06T19:45:39.825458Z,409.0,CWCSHZAX,955,Don't know,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6662103e114f99c089dd0079,5723c21ca300060009bc6d9d,APPROVED,Not Applicable,2024-06-06T19:38:45.922000Z,2024-06-06T20:12:24.921000Z,2024-06-07T18:44:43.102000Z,2024-06-06T20:13:01.506997Z,2019.0,CWCSHZAX,2080,No,45,Female,Asian,United States,United States,United States,English,No,Full-Time
6662104eee426b9dd369e128,6644c703d8e32fd739ab1622,APPROVED,Not Applicable,2024-06-06T19:39:01.105000Z,2024-06-06T19:49:53.717000Z,2024-06-07T18:44:43.309000Z,2024-06-06T19:50:17.485579Z,653.0,CWCSHZAX,235,Don't know,64,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666210530808ecf643b44ebe,6653555307ec2f4e0778f9c6,APPROVED,Not Applicable,2024-06-06T19:39:04.487000Z,2024-06-06T20:09:39.082000Z,2024-06-07T18:44:43.521000Z,2024-06-06T20:12:51.834662Z,1835.0,CWCSHZAX,25,Don't know,31,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66621056860c05fcca83a51a,641359b5040c453203e2c088,APPROVED,Not Applicable,2024-06-06T19:39:30.028000Z,2024-06-06T19:49:00.448000Z,2024-06-07T18:44:43.738000Z,2024-06-06T19:49:20.214319Z,571.0,CWCSHZAX,2581,No,23,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6662105d9474f26fc8eabcdf,5e571601a5b2230d6d2cb29e,TIMED-OUT,Not Applicable,2024-06-06T19:39:22.897000Z,,,2024-06-26T18:43:57.607853Z,1724675.0,,1331,Don't know,31,Female,White,United States,United States,United States,English,No,Part-Time
6662105df36f94fe9bec2cde,661d30ee2ef56b65e092a2f7,APPROVED,Not Applicable,2024-06-06T19:39:34.808000Z,2024-06-06T19:44:49.134000Z,2024-06-07T18:44:43.961000Z,2024-06-06T19:45:11.423232Z,315.0,CWCSHZAX,56,No,29,Female,White,United States,United States,United States,English,Yes,Full-Time
666210655c63673016543ab9,586371807fbbcd00013972ad,APPROVED,Not Applicable,2024-06-06T19:39:26.786000Z,2024-06-06T19:48:57.333000Z,2024-06-07T18:44:44.169000Z,2024-06-06T19:49:18.518720Z,571.0,CWCSHZAX,984,No,35,Male,White,United States,United States,United States,English,No,Other
666210672cb9783f419918a0,64d50c4b3a44318d98f4f5b2,APPROVED,Not Applicable,2024-06-06T19:39:26.879000Z,2024-06-06T19:53:11.661000Z,2024-06-07T18:44:44.385000Z,2024-06-06T19:55:11.168072Z,825.0,CWCSHZAX,1946,Don't know,50,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6662106edfdbfc547c3c5ae3,5e2f5b28129198070e2996db,APPROVED,Not Applicable,2024-06-06T19:40:17.958000Z,2024-06-06T20:04:33.451000Z,2024-06-07T18:44:44.608000Z,2024-06-06T20:04:46.385771Z,1456.0,CWCSHZAX,7333,Don't know,80,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6662108a88a6364937fe45b2,5fc6e3a0040c3f0e7cb45c8a,APPROVED,Not Applicable,2024-06-06T19:40:02.466000Z,2024-06-06T20:19:09.188000Z,2024-06-07T18:44:44.815000Z,2024-06-06T20:19:53.289188Z,2347.0,CWCSHZAX,6503,No,34,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666210a1cfc8aeaad0697bf2,65fc87e42f6d8a016aa30829,APPROVED,Not Applicable,2024-06-06T19:40:22.576000Z,2024-06-06T19:56:31.507000Z,2024-06-07T18:44:45.055000Z,2024-06-06T19:56:32.009420Z,969.0,CWCSHZAX,193,Don't know,38,Male,White,United States,United States,United States,English,No,Full-Time
666210a7a89d19b10f5439ee,5e94fc39cc318836529fd876,RETURNED,Not Applicable,2024-06-06T19:40:23.944000Z,,,2024-06-26T18:43:57.567036Z,,,3896,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
666210ab1ec21a24bd1d8da5,631916c5e920aea5076777b0,APPROVED,Not Applicable,2024-06-06T19:42:16.027000Z,2024-06-06T19:55:27.036000Z,2024-06-07T18:44:45.355000Z,2024-06-06T19:55:27.513061Z,792.0,CWCSHZAX,2707,Don't know,39,Male,White,United States,United States,United States,English,No,Full-Time
666210acad4e99c7447556e8,64fa825ca23617b750fdb4c6,APPROVED,Not Applicable,2024-06-06T19:40:32.379000Z,2024-06-06T19:54:01.372000Z,2024-06-07T18:44:45.605000Z,2024-06-06T19:55:13.391631Z,809.0,CWCSHZAX,1232,Don't know,61,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666210ae5f017f31576c059f,6431c58ce5be91cd5c2c5d8f,APPROVED,Not Applicable,2024-06-06T19:40:34.461000Z,2024-06-06T19:47:51.370000Z,2024-06-07T18:44:45.837000Z,2024-06-06T19:48:14.729305Z,437.0,CWCSHZAX,3354,No,54,Male,White,United States,United States,United States,English,No,Full-Time
666210bc5671954bb2dfdd0f,6635c85dd8b7bc10073b323b,APPROVED,Not Applicable,2024-06-06T19:40:50.176000Z,2024-06-06T19:50:24.295000Z,2024-06-07T18:44:46.074000Z,2024-06-06T19:52:14.273309Z,575.0,CWCSHZAX,160,Don't know,46,Male,White,United States,United States,United States,English,No,Full-Time
666210d2771b9bf8dd0adea3,65aeca69e18c7d061e871498,APPROVED,Not Applicable,2024-06-06T19:41:18.695000Z,2024-06-06T20:13:16.834000Z,2024-06-07T18:44:46.302000Z,2024-06-06T20:13:17.361878Z,1919.0,CWCSHZAX,416,No,69,Female,Black,Anguilla,United States,British Indian Ocean Territory,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666210d7d4f4f0e54182583c,65f772f3aa9026db59ec6685,APPROVED,Not Applicable,2024-06-06T19:41:15.853000Z,2024-06-06T19:49:23.070000Z,2024-06-07T18:44:46.524000Z,2024-06-06T19:49:42.870407Z,488.0,CWCSHZAX,474,No,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666210ebc97aaf2db6079eac,6519814843aa46d52ff07e63,RETURNED,Not Applicable,2024-06-06T19:41:36.115000Z,,,2024-06-26T18:43:57.644740Z,,,348,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
666211193f6f0e1083bec6c8,5c6d7db58f6257000148f61d,APPROVED,Not Applicable,2024-06-06T19:42:20.716000Z,2024-06-06T19:47:52.336000Z,2024-06-07T18:44:46.743000Z,2024-06-06T19:48:16.369667Z,332.0,CWCSHZAX,3844,Don't know,32,Male,White,United States,United States,United States,English,No,Part-Time
6662111cd2fc203d9834fa60,654bc148c95bca00d541ec33,APPROVED,Not Applicable,2024-06-06T19:42:27.864000Z,2024-06-06T19:51:55.130000Z,2024-06-07T18:44:46.958000Z,2024-06-06T19:55:03.845480Z,568.0,CWCSHZAX,1024,No,53,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66621131c261a54942246f15,62d59a066ee263bb659aa445,APPROVED,Not Applicable,2024-06-06T19:43:34.533000Z,2024-06-06T19:54:49.656000Z,2024-06-07T18:44:47.197000Z,2024-06-06T19:55:15.639736Z,676.0,CWCSHZAX,5779,No,70,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666211399c2a22de10a6edd1,6529648ca1ade4b6c9e876f4,APPROVED,Not Applicable,2024-06-06T19:42:57.323000Z,2024-06-06T19:55:49.197000Z,2024-06-07T18:44:47.451000Z,2024-06-06T19:55:49.741471Z,772.0,CWCSHZAX,1520,No,54,Female,Mixed,United States,United States,United States,English,No,Part-Time
6662113b9daeef020a3046c5,6012e262527c380ccb2a6c74,APPROVED,Not Applicable,2024-06-06T19:42:53.681000Z,2024-06-06T20:08:35.734000Z,2024-06-07T18:44:47.669000Z,2024-06-06T20:12:39.803823Z,1543.0,CWCSHZAX,5877,No,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
66621147acf5a186eab744ad,5e542a0c4b7e8c42fafa7216,APPROVED,Not Applicable,2024-06-06T19:43:08.775000Z,2024-06-06T20:05:54.670000Z,2024-06-07T18:44:47.886000Z,2024-06-06T20:08:29.487687Z,1366.0,CWCSHZAX,5620,Don't know,56,Male,Asian,United States,United States,United States,English,No,Full-Time
